Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),CaCO3 (wt %),Corr. Counts,Density (g/cc),L*,a*,b*
194,1196,A,41,R,1,14,384.04,99.45,10.69,-0.164,43.43,-1.02,6.76
194,1196,A,42,R,1,11,393.61,99.74,10.69,-0.164,43.43,-1.02,6.76
194,1196,A,44,R,1,55,413.25,106.3,10.69,-0.164,43.43,-1.02,6.76
194,1197,A,3,H,2,62,17.72,85.2,10.29,1.732,66.51,0.7,11.45
194,1197,A,4,H,4,62,30.22,87.36,6.89,1.627,36.27,0.36,5.66
194,1197,A,4,H,6,62,33.22,90.49,7.69,1.616,69.72,0.2,9.78
194,1197,A,5,H,4,62,39.72,93.55,6.49,1.667,69.31,0.31,7.53
194,1197,A,6,H,2,62,46.22,86.58,9.89,1.621,62.4,1.17,10.05
194,1197,B,2,R,1,43,60.03,96.83,12.69,1.805,60.32,2.98,13.35
194,1197,B,6,R,1,3,98.23,104.07,6.09,1.805,60.32,2.98,13.35
194,1197,B,14,R,1,14,175.14,104.46,6.09,1.805,60.32,2.98,13.35
194,1197,B,15,R,1,9,184.69,101.06,6.09,1.805,60.32,2.98,13.35
194,1197,B,16,R,1,36,194.56,103.41,6.49,1.805,60.32,2.98,13.35
194,1197,B,18,R,1,17,213.57,101.27,10.69,1.805,60.32,2.98,13.35
194,1197,B,19,R,1,4,223.04,100.79,10.69,1.805,60.32,2.98,13.35
194,1197,B,20,R,1,20,232.9,102.23,10.69,1.805,60.32,2.98,13.35
194,1197,B,21,R,1,35,242.65,102.54,10.69,1.805,60.32,2.98,13.35
194,1197,B,22,R,1,19,252.09,101.34,10.69,1.805,60.32,2.98,13.35
194,1197,B,23,R,1,20,261.7,102.3,10.69,1.805,60.32,2.98,13.35
194,1197,B,24,R,1,32,271.52,100.42,10.69,1.805,60.32,2.98,13.35
194,1197,B,35,R,3,74,380.8,93.89,7.09,1.358,60.32,2.98,13.35
194,1197,B,36,R,1,40,387.1,90.09,10.09,1.81,51.56,-0.4,9.25
194,1197,B,36,R,2,40,388.6,88.55,10.49,1.892,51.82,-0.53,10.59
194,1197,B,36,R,3,41,389.82,91.5,7.69,1.873,52.75,-0.05,10.44
194,1197,B,37,R,1,61,396.91,97.23,13.49,1.951,57.86,0.53,8.3
194,1197,B,38,R,2,99,408.39,81.54,9.29,1.883,52.04,-0.26,4.69
194,1197,B,38,R,4,99,410.91,89.35,14.29,1.638,47.04,-0.19,8.02
194,1197,B,39,R,2,100,417.93,86.91,7.49,1.93,51.06,-0.18,10.85
194,1197,B,39,R,6,90,423.36,92,11.09,1.906,49.35,-0.04,11.05
194,1197,B,40,R,2,103,427.57,94.9,15.29,1.163,47.78,0.56,9.63
194,1197,B,40,R,4,99,429.91,92.02,16.49,1.9,53.78,0.08,10.63
194,1197,B,41,R,1,124,435.84,93.89,6.89,1.9,56.87,0.22,10.24
194,1197,B,41,R,3,105,438.43,91.23,12.69,1.88,55.36,0.07,10.24
194,1197,B,42,R,1,134,445.64,93.18,6.89,1.84,52.34,0.13,11.63
194,1197,B,43,R,1,126,455.16,93.8,15.09,1.812,57.32,0.08,9.58
194,1197,B,44,R,2,103,465.73,87.24,6.89,1.886,51.08,-0.1,8.78
194,1197,B,44,R,4,101,468.35,83.31,7.69,1.848,51.82,-0.67,8.88
194,1197,B,44,R,6,79,471.13,87.4,8.49,1.827,51.46,0.5,9.5
194,1197,B,45,R,2,84,475.42,65.23,21.09,1.841,46.24,-0.47,7.74
194,1197,B,45,R,4,101,478.02,94.33,6.49,1.944,54.79,0.36,9.93
194,1197,B,45,R,6,83,480.77,87.19,8.89,1.844,58.03,-0.29,7.14
194,1197,B,46,R,2,83,485.13,76.81,14.69,1.909,50.56,-0.47,8.76
194,1197,B,46,R,4,104,488.13,90.13,10.09,2.101,52.96,0.51,8.34
194,1197,B,46,R,6,80,490.89,84.79,10.89,2.034,49.47,0.04,9.1
194,1197,B,47,R,2,68,494.58,59.09,20.69,1.733,42.58,0.04,6.75
194,1197,B,47,R,6,78,500.19,94.83,12.29,1.793,56.91,0.61,9.76
194,1197,B,48,R,1,66,502.66,86.63,9.69,1.618,52.81,0.68,10.6
194,1197,B,48,R,3,36,505.23,86.18,11.69,1.802,53,-0.27,9.28
194,1197,B,48,R,5,53,508.31,77.02,7.29,1.841,47.54,0.16,7.17
194,1197,B,49,R,1,19,511.79,87.55,8.29,1.841,50.38,0.18,8.52
194,1197,B,49,R,2,38,513.32,81.99,8.89,1.917,49.93,0.02,7.05
194,1197,B,49,R,3,44,514.78,87.35,6.89,1.035,45.5,1.38,8.86
194,1197,B,50,R,2,81,523.51,86.29,10.49,1.916,48.86,0.68,9.4
194,1197,B,50,R,4,82,526.43,82.12,15.89,1.852,44.94,0.1,9.04
194,1197,B,50,R,6,65,529.26,88.05,13.09,1.943,50.9,-0.43,8.04
194,1197,B,52,R,1,81,541.31,77.15,10.09,1.931,47.6,-0.69,9.34
194,1197,B,52,R,3,74,544.19,71.89,15.89,1.972,49.42,-0.7,6.47
194,1197,B,53,R,4,80,555.13,85.41,11.49,2.013,55.05,-0.34,7.24
194,1197,B,53,R,5,80,556.63,97.92,15.09,1.498,51.13,0.58,6.08
194,1197,B,54,R,4,80,564.97,90.33,15.09,2.019,53.43,-0.04,8.84
194,1197,B,54,R,6,80,566.85,93.2,17.49,1.935,49.03,0.64,8.39
194,1197,B,55,R,2,72,571.48,96.24,6.49,1.966,58.17,0.08,8.17
194,1197,B,55,R,4,72,574.48,90.05,20.69,2.136,48.99,1.01,7.44
194,1197,B,55,R,6,72,577.31,87.83,16.09,2.055,48.18,0.89,6.47
194,1197,B,56,R,4,72,584.22,93.77,9.89,2.016,53.88,0.16,7.01
194,1197,B,57,R,2,67,590.77,91.57,8.69,1.998,53.27,0.63,8.34
194,1197,B,57,R,4,90,594,85.48,17.09,1.992,45.52,0.41,9.47
194,1197,B,58,R,2,76,600.46,90.31,11.89,2.01,50.8,0.03,8.15
194,1197,B,58,R,4,87,603.57,91.72,14.29,2.005,50.27,-0.56,6.63
194,1197,B,58,R,6,63,606.33,89.52,12.49,2.014,62.35,-0.99,7.03
194,1197,B,59,R,2,120,610.6,97.22,10.09,1.985,54.5,-0.64,5.31
194,1197,B,60,R,2,101,619.64,98.31,10.69,1.822,62.2,-0.24,8.75
194,1197,B,62,R,1,60,637.1,92.21,20.49,1.816,51.89,-0.14,5.68
194,1197,B,62,R,3,68,640.12,98.18,13.89,1.906,66.49,-0.41,9.6
194,1197,B,63,R,1,27,646.37,91.67,11.69,1.873,51.39,3.74,15.28
194,1197,B,63,R,1,53,646.63,93.11,15.49,1.891,47.19,1.43,8.98
194,1197,B,63,R,3,24,649.16,67.97,15.09,1.875,47.18,-0.97,4.37
194,1197,B,63,R,3,32,649.24,62.9,21.29,1.862,38.6,-0.33,1.36
194,1197,B,64,R,1,24,655.94,66.39,42.49,1.228,46.58,-1.25,5.46
194,1197,B,64,R,2,32,657.39,4.33,16.29,1.877,49.4,-1.26,1.46
194,1198,A,2,H,2,62,7.12,84.35,6.49,1.832,61,-0.52,8.64
194,1198,A,3,H,2,62,16.62,85.78,15.29,1.721,58.88,-0.45,8.36
194,1198,A,3,H,4,62,19.62,87.51,7.69,1.878,65.14,-0.74,9.96
194,1198,A,3,H,6,62,22.62,88.86,10.89,1.61,52.66,0.16,9.99
194,1198,A,4,H,2,62,26.12,85.82,8.89,1.823,64.98,-1.24,10.22
194,1198,A,4,H,4,62,29.12,92.77,8.69,1.855,68.4,-0.79,10.74
194,1198,A,4,H,6,62,32.12,92.54,11.69,1.801,64.71,-1.08,7.73
194,1198,A,5,H,2,62,35.62,89.48,8.49,1.794,63.47,-0.94,9.05
194,1198,A,5,H,4,62,38.62,79.6,13.69,1.801,57.58,-0.95,9.02
194,1198,A,5,H,6,62,41.62,92.22,14.29,1.91,65.25,-0.89,11.11
194,1198,A,6,H,2,62,45.12,88.34,10.49,1.803,62.94,-0.7,9.72
194,1198,A,6,H,4,62,48.12,80.79,11.09,1.854,54.53,-0.37,7.3
194,1198,A,6,H,6,62,51.12,76.16,15.09,1.943,49.5,0.07,7.88
194,1198,A,7,H,2,62,54.62,81.91,12.69,1.894,57.05,-1.4,8.06
194,1198,A,7,H,4,62,57.62,86.99,12.29,1.848,61.9,-1.24,10.96
194,1198,A,7,H,6,62,60.62,90.57,9.09,1.868,67.65,-0.78,9.54
194,1198,A,8,H,2,62,64.12,78.85,14.89,1.896,58.45,-1.04,8.72
194,1198,A,8,H,4,62,67.12,81.23,13.49,1.843,55.79,-1.28,7.15
194,1198,A,8,H,6,62,70.12,83.37,12.29,1.772,63.81,-1.2,9.5
194,1198,A,9,H,2,62,73.62,77.36,11.69,1.885,58.38,-1.07,9.55
194,1198,A,9,H,4,62,76.62,79.45,11.09,1.885,60.78,-1.45,9.54
194,1198,A,9,H,6,62,79.62,77.64,12.49,1.836,58.96,-1.01,9.58
194,1198,A,10,H,2,62,83.12,75.24,9.49,1.842,59.59,-1.48,9.32
194,1198,A,10,H,4,62,86.12,71.18,15.89,1.858,55.06,-1.37,8.73
194,1198,A,10,H,6,76,89.26,88.85,6.29,1.785,61.73,-0.75,9.16
194,1198,A,11,H,2,62,92.62,86.18,10.29,1.77,60.68,-0.71,9.93
194,1198,A,11,H,4,62,95.62,79.92,13.09,1.852,59.37,-1.12,10.47
194,1198,A,11,H,6,62,98.62,88.54,12.29,1.769,56.48,-0.08,9.86
194,1198,A,12,H,2,62,102.12,84.09,11.49,1.766,56.76,-0.3,9.15
194,1198,A,12,H,4,62,105.12,81.76,15.09,1.77,53.11,-0.48,7.84
194,1198,A,12,H,6,62,108.12,78.82,14.29,1.835,55.26,-0.62,8.86
194,1198,A,13,H,2,62,111.62,70.56,16.29,1.824,50.54,-0.98,9.29
194,1198,A,13,H,4,62,114.62,83.74,11.29,1.741,51.29,-0.22,8.64
194,1198,A,13,H,6,62,117.62,85.64,8.09,1.745,55.98,-0.63,9.86
194,1198,A,14,H,2,62,121.12,79.33,12.29,1.808,50.79,-1.02,9.2
194,1198,A,14,H,4,62,124.12,62.17,21.49,1.881,50.75,-1,7.36
194,1198,A,14,H,6,62,127.12,85.67,28.89,1.733,54.09,-0.7,9.89
194,1198,A,15,H,2,62,130.62,76.64,18.49,1.785,53.4,-0.93,9.18
194,1198,A,15,H,4,62,133.62,80.71,17.29,1.862,51.17,-0.86,7.51
194,1198,A,15,H,6,62,136.62,83.41,17.89,1.872,57.85,-0.67,10.12
194,1198,A,16,H,2,62,140.12,74.74,15.09,1.847,59.25,-0.68,9.06
194,1198,A,16,H,4,62,143.12,76.87,12.09,1.877,54.46,-1.12,9.74
194,1198,A,16,H,6,62,146.12,65.06,16.49,2.034,53.23,-1.21,9.23
194,1198,A,17,H,2,62,149.62,80.38,17.29,1.79,55.32,-0.92,9.56
194,1198,A,17,H,4,62,152.62,80.11,8.89,1.802,54.46,-1.12,9.27
194,1198,A,17,H,6,62,155.53,79.94,16.09,1.819,54.6,-0.71,10.38
194,1198,A,18,H,2,62,159.12,80.93,12.69,1.688,59.4,-0.92,9.54
194,1198,A,18,H,4,62,162.12,76.23,12.29,1.838,53.09,-0.51,9.58
194,1198,A,18,H,6,62,165.12,64.3,14.49,1.819,49.16,-0.79,7.24
194,1198,A,19,H,2,62,168.62,80.33,11.49,1.73,48.2,-0.54,12.14
194,1198,A,19,H,4,62,171.62,80.57,11.89,1.795,50.71,-0.09,11.44
194,1198,A,19,H,6,62,174.62,85.86,10.29,1.824,49.85,-0.02,9.9
194,1198,A,20,H,2,63,178.13,83.54,8.89,1.756,53.43,-0.06,10.03
194,1198,A,20,H,4,63,181.13,75.13,12.49,1.824,54.72,-0.58,8.82
194,1198,A,20,H,6,63,184.13,80.71,13.69,1.801,53.11,-0.12,9.28
194,1198,A,21,H,2,62,187.62,76.5,11.49,1.795,50.45,-0.14,10.18
194,1198,A,21,H,4,62,190.62,76.23,11.29,1.812,49.56,-0.14,10.14
194,1198,A,21,H,6,62,193.62,70.89,17.49,1.775,51.28,0.04,8.35
194,1198,A,22,H,2,62,197.12,75.82,13.49,1.809,51.09,0.44,8.37
194,1198,A,22,H,4,62,200.12,76.62,17.49,1.785,50.86,0.2,10.15
194,1198,A,23,X,1,62,203.62,97.45,20.69,2.017,76.86,0.04,9.43
194,1198,B,2,R,1,36,205.56,96.24,10.49,1.536,38.44,0.23,4.03
194,1198,B,4,R,1,48,224.88,99.64,10.49,1.536,38.44,0.23,4.03
194,1198,B,5,R,1,13,234.13,99.16,10.49,1.536,38.44,0.23,4.03
194,1198,B,6,R,1,4,243.64,98.12,10.49,1.536,38.44,0.23,4.03
194,1198,B,7,R,1,55,253.85,99.22,10.49,1.536,38.44,0.23,4.03
194,1198,B,8,R,1,1,262.91,97.22,10.49,1.536,38.44,0.23,4.03
194,1198,B,10,R,1,49,282.69,97.6,10.49,1.536,38.44,0.23,4.03
194,1198,B,11,R,1,74,292.54,97.57,10.49,1.536,38.44,0.23,4.03
194,1198,B,12,R,1,9,301.49,96.11,10.49,1.536,38.44,0.23,4.03
194,1198,B,15,R,1,22,330.52,96.81,10.49,1.536,38.44,0.23,4.03
194,1198,B,16,R,1,3,339.93,97.48,10.49,1.536,38.44,0.23,4.03
194,1198,B,17,R,1,23,349.73,95.16,10.49,1.536,38.44,0.23,4.03
194,1198,B,17,R,2,54,350.78,89.48,10.49,1.536,38.44,0.23,4.03
194,1198,B,18,R,2,97,361.45,94.05,7.49,1.589,50.14,0.32,6.92
194,1198,B,19,R,2,38,370.01,91.63,13.09,2.112,47.36,0.34,10.52
194,1198,B,20,R,2,67,380.34,92.13,7.09,1.903,50.68,0.13,11.46
194,1198,B,21,R,2,56,390.04,94.91,10.09,1.799,51.69,0.63,11.33
194,1198,B,22,R,2,70,399.8,81.56,15.29,1.854,49.47,-0.1,8.09
194,1198,B,22,R,4,70,402.8,71.36,16.89,1.758,49.86,-0.64,8.03
194,1198,B,22,R,6,70,405.8,46.81,17.09,1.932,44.5,-1.63,5.37
194,1198,B,23,R,2,73,409.28,71.37,18.09,1.746,48.71,-0.75,5.66
194,1198,B,23,R,4,68,412.25,53.13,13.49,1.654,47.83,-1.46,6.76
194,1198,B,23,R,6,65,414.88,77.47,13.89,1.996,55.19,-0.48,8.13
194,1198,B,24,R,2,71,418.96,54,16.09,1.636,43.49,-1.19,5.7
194,1198,B,24,R,4,48,421.73,78.68,18.29,2.094,48.6,-0.08,8.54
194,1198,B,24,R,6,61,424.86,70.43,16.09,1.93,50.56,-0.97,7.54
194,1198,B,25,R,2,67,428.57,53.82,17.49,1.807,52.38,-1.2,5.71
194,1198,B,25,R,4,77,431.67,77.73,11.29,1.867,45.06,-0.27,7
194,1198,B,25,R,6,78,434.68,61.05,17.29,1.938,38.36,-0.5,3.57
194,1198,B,26,R,2,72,438.22,68.23,14.89,1.852,51.5,-0.79,6.08
194,1198,B,26,R,4,72,441.22,62.99,13.09,1.797,47.37,-1.32,6.74
194,1198,B,27,R,2,72,447.88,74.28,14.29,1.876,51.07,-0.8,7.18
194,1198,B,27,R,4,72,450.46,84.87,11.49,1.863,56.45,0.1,10.08
194,1198,B,27,R,6,77,453.23,84.97,9.89,1.857,54.04,-0.14,9.6
194,1198,B,28,R,2,72,457.37,72.67,13.29,1.883,49.22,-0.13,6.79
194,1198,B,28,R,4,72,460.37,79.24,14.69,1.838,52.5,0.19,8.36
194,1198,B,28,R,6,74,463.18,86.57,6.89,1.837,59.49,0.75,10.72
194,1198,B,29,R,1,70,465.6,80.36,10.09,1.83,55.33,0.68,10.85
194,1198,B,30,R,2,64,476.5,84.49,14.69,1.944,51.73,-0.44,7.6
194,1198,B,30,R,4,41,479.02,86.15,15.09,1.903,55.53,0.36,8.77
194,1198,B,30,R,6,61,482.22,78.83,13.89,1.971,49.75,-0.89,7.21
194,1198,B,31,R,4,43,488.53,82.15,8.89,1.949,52.24,-0.6,6.62
194,1198,B,32,R,2,53,495.83,93.94,16.49,1.911,59.95,0.67,9.12
194,1198,B,32,R,4,62,498.56,94.54,21.69,1.938,53.24,-0.28,8.93
194,1198,B,32,R,6,23,500.77,92.6,6.09,1.666,56.45,0.65,9.64
194,1198,B,33,R,1,53,503.93,91.05,6.29,1.831,38.49,0.63,4.59
194,1198,B,34,R,1,21,513.21,98.24,17.49,0.865,38.49,0.63,4.59
194,1198,B,34,R,2,64,515.08,1.22,41.89,1.995,38.49,0.63,4.59
194,1198,B,34,R,4,18,517.4,0.39,26.49,1.915,38.49,0.63,4.59
210,1276,A,85,R,3,0,1590.7,7.664,35.98,2.031,35.9,-0.23,0.96
210,1276,A,85,R,3,71,1591.41,70.972,27.78,2.311,61.88,-0.12,5.75
210,1276,A,85,R,4,96,1592.41,4.332,44.68,2.073,38.17,-0.32,0.6
210,1276,A,86,R,3,0,1597.8,3.499,37.28,1.996,39.48,-0.5,0.41
210,1276,A,86,R,4,17,1599.47,8.163,49.48,1.651,36.69,-0.14,0.13
210,1276,A,86,R,5,19,1600.99,0.75,47.68,1.717,35.07,-0.23,0.04
210,1276,A,86,R,6,23,1602.03,1.333,50.38,2.141,37.16,-0.02,1.01
210,1276,A,87,R,1,58,1605.08,6.081,48.18,1.736,24.85,-0.16,0.52
210,1276,A,87,R,2,0,1606,0.583,30.28,2.029,42.13,-0.63,1.2
210,1276,A,87,R,2,100,1607,0.083,59.38,1.879,31.85,-1.16,0.54
210,1276,A,87,R,2,104,1607.04,5.081,59.28,2.079,37.53,-0.66,0.39
210,1276,A,87,R,2,118,1607.18,2.416,65.48,1.968,35.14,-0.22,0.2
210,1276,A,87,R,2,120,1607.2,2.416,65.48,1.968,35.14,-0.22,0.2
210,1276,A,87,R,3,136,1608.9,20.075,31.38,2.151,42.38,-0.56,1.01
210,1276,A,87,R,5,0,1610.58,7.747,38.08,1.917,36.56,-0.02,0.04
210,1276,A,87,R,5,6,1610.64,7.33,40.08,1.788,35.45,0.03,0.69
210,1276,A,87,R,5,143,1612.01,9.829,31.78,2.09,36.54,0.06,0.19
210,1276,A,89,R,1,34,1623.94,13.745,45.78,1.945,31.25,-0.12,0.56
210,1276,A,89,R,1,35,1623.95,17.076,37.58,1.933,29.88,0.1,0.57
210,1276,A,88,R,8,96,1624,12.578,49.88,1.842,35.43,0.07,0.51
210,1276,A,89,R,1,119,1624.79,0.5,48.98,2.071,34.33,1.42,1.44
210,1276,A,89,R,2,0,1625.1,4.998,34.68,1.921,35.94,-0.02,0.02
210,1276,A,89,R,2,35,1625.45,0.583,50.78,1.99,32.09,-1.49,0.19
210,1276,A,89,R,2,36,1625.46,0.417,52.88,2.162,26.31,-0.58,0.4
210,1276,A,89,R,3,13,1626.73,9.996,46.38,1.974,28.94,-0.13,0.05
210,1276,A,89,R,4,3,1627.34,9.829,42.28,1.903,67.39,-0.37,0.17
210,1276,A,89,R,4,5,1627.36,9.163,42.28,1.903,67.39,-0.37,0.17
210,1276,A,89,R,5,0,1628.64,7.664,27.58,2.195,40.75,-0.24,0.87
210,1276,A,89,R,5,3,1628.67,5.248,27.58,2.195,35.34,-0.04,0.34
210,1276,A,89,R,5,6,1628.7,3.915,36.78,1.906,35.7,-0.19,1.03
210,1276,A,89,R,6,3,1630.17,7.33,25.98,0.356,30.11,-0.11,0.64
210,1276,A,89,R,6,5,1630.19,7.83,25.98,0.356,30.11,-0.11,0.64
210,1276,A,90,R,1,82,1634.12,1,41.58,0.983,44.49,-0.22,2.17
210,1276,A,90,R,2,84,1635.64,0.75,27.28,2.023,41.4,-0.51,1.7
210,1276,A,90,R,3,87,1637.14,0.5,72.78,2.023,25.12,-0.14,1.05
210,1276,A,90,R,4,79,1638.56,11.412,48.58,2.016,35.68,-0.2,0.72
210,1276,A,90,R,4,104,1638.81,2.332,57.28,1.989,40.34,-0.25,0.08
210,1276,A,90,R,5,96,1640.23,0.417,40.58,1.973,40.19,-0.64,2.54
210,1276,A,90,R,6,0,1640.77,6.331,46.98,2.04,26.7,-0.11,1.65
210,1276,A,90,R,6,26,1641.03,12.745,51.88,2.006,20.92,-0.15,1.23
210,1276,A,90,R,7,21,1641.88,0.417,62.68,2.075,23.96,-0.24,1.15
210,1276,A,91,R,1,60,1643.4,15.411,49.48,1.966,32.71,-0.06,0
210,1276,A,91,R,2,0,1644.3,6.997,36.28,1.947,33.37,0.12,0.35
210,1276,A,91,R,2,112,1645.42,0.5,51.88,2.064,27.67,-2.32,0.57
210,1276,A,91,R,3,74,1646.54,1,54.08,2.051,27.07,0.02,0.58
210,1276,A,91,R,4,133,1648.63,29.572,38.48,0.534,35.93,-0.78,1.02
210,1276,A,91,R,5,0,1648.8,8.08,45.68,1.898,38.16,-0.51,0.52
210,1276,A,91,R,5,17,1648.97,49.23,34.68,0.33,35.65,-0.06,0.76
210,1276,A,92,R,1,23,1652.73,4.165,55.18,1.981,40.51,-0.17,0.6
210,1276,A,92,R,1,130,1653.8,7.664,47.78,1.944,35.88,0.07,0.76
210,1276,A,92,R,2,24,1654.24,7.913,52.98,2.065,37.02,-0.14,0.7
210,1276,A,92,R,3,0,1655.5,7.414,45.88,1.988,29.66,0.07,1.26
210,1276,A,92,R,3,21,1655.71,14.911,40.08,2.009,43.63,-0.16,2.98
210,1276,A,92,R,4,97,1657.97,6.497,50.88,2.015,42.56,-0.13,0.29
210,1276,A,92,R,5,0,1658.5,5.581,40.88,1.99,39.99,0.09,1.47
210,1276,A,92,R,5,112,1659.62,1.583,57.28,2.007,43.84,-0.13,0.89
210,1276,A,92,R,6,126,1661.26,0.417,51.98,2.105,42.34,-2.81,0.42
210,1276,A,92,R,CC,46,1661.94,37.152,37.38,1.88,34.03,-1.47,1.82
210,1276,A,93,R,2,0,1663.6,7.33,29.38,1.926,35.95,-0.04,0.53
210,1276,A,93,R,3,65,1665.75,9.996,39.68,1.968,37.77,-0.55,0.83
210,1276,A,93,R,3,96,1666.06,4.415,47.58,1.901,37.31,-0.28,0.94
210,1276,A,93,R,4,0,1666.6,4.998,43.38,0.116,27.13,0.04,1.44
210,1276,A,93,R,4,127,1667.87,0.666,51.78,1.989,38.07,-1.03,1.32
210,1276,A,93,R,5,115,1669.25,6.497,48.98,1.911,30.84,-0.19,0.49
210,1276,A,94,R,1,8,1671.88,5.664,40.88,1.763,31.22,0.04,0.13
210,1276,A,94,R,2,14,1673.4,22.408,28.28,2.093,49.4,-0.37,2.73
210,1276,A,94,R,3,47,1675.12,23.824,31.68,1.994,41.42,-0.37,0.72
210,1276,A,94,R,4,0,1676.15,5.914,45.58,2.067,34.57,0.01,0.36
210,1276,A,94,R,4,31,1676.46,16.244,62.48,2.022,30.98,0.22,0.68
210,1276,A,94,R,5,36,1677.95,30.321,51.58,1.472,39.72,0.13,0.7
210,1276,A,94,R,5,71,1678.3,2.916,51.58,0.323,29.94,0.1,1.12
210,1276,A,94,R,6,0,1679.09,7.414,38.38,1.994,38.47,0.02,0.78
210,1276,A,94,R,6,34,1679.43,9.996,38.18,-0.151,29.45,0.02,0.62
210,1276,A,94,R,CC,23,1680.13,8.247,32.48,2,27.33,0.04,0.56
210,1276,A,95,R,3,0,1684.06,11.079,37.58,1.997,34.14,0.05,1.04
210,1276,A,95,R,3,78,1684.84,3.665,47.18,2.01,33.14,-0.83,0.84
210,1276,A,95,R,5,43,1687.39,11.662,56.68,2.261,27.01,-0.01,0.15
210,1276,A,96,R,1,53,1691.43,22.658,30.38,2.046,42.01,-0.1,2.05
210,1276,A,96,R,1,132,1692.22,1.083,25.08,1.01,37.31,-0.5,0.65
210,1276,A,96,R,2,0,1692.33,4.082,18.78,1.896,21.27,0.15,0.17
210,1276,A,96,R,2,99,1693.32,6.414,37.48,1.459,27.19,0.09,0.07
210,1276,A,96,R,4,44,1695.85,6.414,32.28,1.547,33.56,0.04,0.18
210,1276,A,96,R,5,0,1696.95,6.248,46.38,2.043,31.07,0.25,0.38
210,1276,A,97,R,1,96,1701.46,0.167,42.28,1.805,41.31,-0.11,0.32
210,1276,A,97,R,2,0,1702,5.998,10.08,-0.258,40.52,-0.1,0.71
210,1276,A,98,R,3,0,1713.01,1.25,27.48,1.927,56.16,0.8,5.13
210,1276,A,98,R,3,45,1713.46,8.163,31.48,1.249,48.67,2.24,6.44
210,1276,A,98,R,3,87,1713.88,12.495,41.58,2.035,48.88,-1.65,2.98
